"","phyloTips","persistant","underIce","n","aiguille.du.plat.de.la.selle","barre.des.Ecrins","brèche.de.valsenestre","brèche.du.râteau","la.meije","le.râteau","le.sirac","les.rouies","l.olan","mont.pelvoux","occidentale.l.ailefroide","pic.du.clapier.du.peyron","pic.ouest..le.rateau.","pointe.brevoort","pointes.de.burlan","rocher.de.la.selle","signal.du.lauvitel","tour.choisy","tête.de.la.muraillette","Summits"
"Paronychia_kapela","Paronychia_kapela","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pastinaca_sativa","Pastinaca_sativa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedicularis_foliosa","Pedicularis_foliosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedicularis_gyroflexa","Pedicularis_gyroflexa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Persicaria_amphibia","Persicaria_amphibia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Persicaria_lapathifolia","Persicaria_lapathifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Persicaria_maculosa","Persicaria_maculosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Persicaria_mitis","Persicaria_mitis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petasites_albus","Petasites_albus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petasites_hybridus","Petasites_hybridus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petasites_paradoxus","Petasites_paradoxus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petrorhagia_prolifera","Petrorhagia_prolifera","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Petrorhagia_saxifraga","Petrorhagia_saxifraga","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phegopteris_connectilis","Phegopteris_connectilis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phleum_phleoides","Phleum_phleoides","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phleum_pratense","Phleum_pratense","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phragmites_australis","Phragmites_australis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phyteuma_ovatum","Phyteuma_ovatum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phyteuma_scheuchzeri","Phyteuma_scheuchzeri","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phyteuma_scorzonerifolium","Phyteuma_scorzonerifolium","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phyteuma_spicatum","Phyteuma_spicatum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Picea_abies","Picea_abies","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Picris_hieracioides","Picris_hieracioides","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pimpinella_major","Pimpinella_major","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pimpinella_saxifraga","Pimpinella_saxifraga","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pinguicula_alpina","Pinguicula_alpina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pinus_mugo","Pinus_mugo","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pinus_nigra","Pinus_nigra","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pinus_sylvestris","Pinus_sylvestris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plantago_atrata","Plantago_atrata","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plantago_holosteum","Plantago_holosteum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plantago_lanceolata","Plantago_lanceolata","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plantago_major","Plantago_major","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plantago_maritima","Plantago_maritima","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"Plantago_media","Plantago_media","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Plantago_sempervirens","Plantago_sempervirens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Platanthera_chlorantha","Platanthera_chlorantha","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pleurospermum_austriacum","Pleurospermum_austriacum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poa_badensis","Poa_badensis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poa_bulbosa","Poa_bulbosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poa_chaixii","Poa_chaixii","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poa_glauca","Poa_glauca","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poa_nemoralis","Poa_nemoralis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Poa_pratensis","Poa_pratensis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Poa_trivialis","Poa_trivialis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polycnemum_majus","Polycnemum_majus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygala_alpestris","Polygala_alpestris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Polygala_amarella","Polygala_amarella","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygala_calcarea","Polygala_calcarea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygala_chamaebuxus","Polygala_chamaebuxus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygala_comosa","Polygala_comosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygala_vulgaris","Polygala_vulgaris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygonatum_odoratum","Polygonatum_odoratum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygonatum_verticillatum","Polygonatum_verticillatum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polygonum_alpinum","Polygonum_alpinum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polypodium_interjectum","Polypodium_interjectum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polypodium_vulgare","Polypodium_vulgare","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Polystichum_aculeatum","Polystichum_aculeatum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Populus_alba","Populus_alba","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Populus_nigra","Populus_nigra","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Populus_tremula","Populus_tremula","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potamogeton_alpinus","Potamogeton_alpinus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_argentea","Potentilla_argentea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_caulescens","Potentilla_caulescens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_chrysantha","Potentilla_chrysantha","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_erecta","Potentilla_erecta","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_hirta","Potentilla_hirta","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_inclinata","Potentilla_inclinata","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_neumanniana","Potentilla_neumanniana","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_reptans","Potentilla_reptans","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potentilla_rupestris","Potentilla_rupestris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prenanthes_purpurea","Prenanthes_purpurea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Primula_elatior","Primula_elatior","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Primula_farinosa","Primula_farinosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Primula_latifolia","Primula_latifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Primula_veris","Primula_veris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Primula_vulgaris","Primula_vulgaris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prunella_grandiflora","Prunella_grandiflora","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prunella_vulgaris","Prunella_vulgaris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prunus_domestica","Prunus_domestica","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prunus_mahaleb","Prunus_mahaleb","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prunus_spinosa","Prunus_spinosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pseudorchis_albida","Pseudorchis_albida","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pseudoturritis_turrita","Pseudoturritis_turrita","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pteridium_aquilinum","Pteridium_aquilinum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pteroselinum_austriacum","Pteroselinum_austriacum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pulmonaria_angustifolia","Pulmonaria_angustifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pulsatilla_alpina","Pulsatilla_alpina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pulsatilla_halleri","Pulsatilla_halleri","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pulsatilla_montana","Pulsatilla_montana","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pyrola_chlorantha","Pyrola_chlorantha","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pyrola_media","Pyrola_media","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pyrola_minor","Pyrola_minor","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pyrola_rotundifolia","Pyrola_rotundifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pyrus_malus","Pyrus_malus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pyrus_pyraster","Pyrus_pyraster","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quercus_petraea","Quercus_petraea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quercus_pubescens","Quercus_pubescens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quercus_robur","Quercus_robur","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_aconitifolius","Ranunculus_aconitifolius","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_acris","Ranunculus_acris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_aduncus","Ranunculus_aduncus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_arvensis","Ranunculus_arvensis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_auricomus","Ranunculus_auricomus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_bulbosus","Ranunculus_bulbosus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_gramineus","Ranunculus_gramineus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_kuepferi","Ranunculus_kuepferi","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_lanuginosus","Ranunculus_lanuginosus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_parnassifolius","Ranunculus_parnassifolius","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Ranunculus_platanifolius","Ranunculus_platanifolius","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_polyanthemos","Ranunculus_polyanthemos","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_pyrenaeus","Ranunculus_pyrenaeus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_repens","Ranunculus_repens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_seguieri","Ranunculus_seguieri","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_trichophyllus","Ranunculus_trichophyllus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ranunculus_tuberosus","Ranunculus_tuberosus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reseda_lutea","Reseda_lutea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reseda_phyteuma","Reseda_phyteuma","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhamnus_alpina","Rhamnus_alpina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhamnus_cathartica","Rhamnus_cathartica","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhamnus_pumila","Rhamnus_pumila","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Rhamnus_saxatilis","Rhamnus_saxatilis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhinanthus_alectorolophus","Rhinanthus_alectorolophus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhinanthus_glacialis","Rhinanthus_glacialis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhinanthus_minor","Rhinanthus_minor","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ribes_alpinum","Ribes_alpinum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ribes_uva_crispa","Ribes_uva_crispa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rorippa_amphibia","Rorippa_amphibia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rorippa_islandica","Rorippa_islandica","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rorippa_sylvestris","Rorippa_sylvestris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_agrestis","Rosa_agrestis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_caesia","Rosa_caesia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_canina","Rosa_canina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_dumalis","Rosa_dumalis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_micrantha","Rosa_micrantha","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_montana","Rosa_montana","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_pendulina","Rosa_pendulina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_rubiginosa","Rosa_rubiginosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_spinosissima","Rosa_spinosissima","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosa_villosa","Rosa_villosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rubus_caesius","Rubus_caesius","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rubus_pruinosus","Rubus_pruinosus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rubus_ulmifolius","Rubus_ulmifolius","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rumex_acetosa","Rumex_acetosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rumex_acetosella","Rumex_acetosella","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rumex_alpestris","Rumex_alpestris","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rumex_alpinus","Rumex_alpinus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rumex_crispus","Rumex_crispus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rumex_obtusifolius","Rumex_obtusifolius","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sagina_procumbens","Sagina_procumbens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_alba","Salix_alba","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_aurita","Salix_aurita","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_caprea","Salix_caprea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_cinerea","Salix_cinerea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_daphnoides","Salix_daphnoides","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_eleagnos","Salix_eleagnos","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_myrsinifolia","Salix_myrsinifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_pentandra","Salix_pentandra","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_purpurea","Salix_purpurea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_repens","Salix_repens","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_serpyllifolia","Salix_serpyllifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salix_triandra","Salix_triandra","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salvia_nubicola","Salvia_nubicola","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Salvia_pratensis","Salvia_pratensis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sambucus_ebulus","Sambucus_ebulus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sambucus_nigra","Sambucus_nigra","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sambucus_racemosa","Sambucus_racemosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sanguisorba_minor","Sanguisorba_minor","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sanguisorba_officinalis","Sanguisorba_officinalis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sanicula_europaea","Sanicula_europaea","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saponaria_ocymoides","Saponaria_ocymoides","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saponaria_officinalis","Saponaria_officinalis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Satureja_montana","Satureja_montana","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saussurea_discolor","Saussurea_discolor","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saxifraga_cuneifolia","Saxifraga_cuneifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saxifraga_granulata","Saxifraga_granulata","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saxifraga_moschata","Saxifraga_moschata","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1"
"Saxifraga_rotundifolia","Saxifraga_rotundifolia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scabiosa_columbaria","Scabiosa_columbaria","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scabiosa_lucida","Scabiosa_lucida","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Scabiosa_triandra","Scabiosa_triandra","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Schoenus_nigricans","Schoenus_nigricans","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scirpus_sylvaticus","Scirpus_sylvaticus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scleranthus_annuus","Scleranthus_annuus","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scleranthus_perennis","Scleranthus_perennis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scorzonera_austriaca","Scorzonera_austriaca","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scorzonera_hispanica","Scorzonera_hispanica","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scorzoneroides_autumnalis","Scorzoneroides_autumnalis","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Scrophularia_canina","Scrophularia_canina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scrophularia_lucida","Scrophularia_lucida","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scrophularia_nodosa","Scrophularia_nodosa","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scrophularia_peregrina","Scrophularia_peregrina","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securigera_varia","Securigera_varia","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sedum_acre","Sedum_acre","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sedum_album","Sedum_album","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sedum_dasyphyllum","Sedum_dasyphyllum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sedum_maximum","Sedum_maximum","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sedum_rupestre","Sedum_rupestre","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
